wavelength / nm;Absorption cross section 1/m²;Emission cross section 1/m²;;;;
862,6;1,096957182E-25;2,48553E-28;;;;
862,8;1,106940461E-25;2,54646E-28;;;;
863;1,117017288E-25;2,60872E-28;;;;
863,2;1,127188975E-25;2,67236E-28;;;;
863,4;1,137456851E-25;2,73738E-28;;;;
863,6;1,147822262E-25;2,80381E-28;;;;
863,8;1,158286568E-25;2,87169E-28;;;;
864;1,168851149E-25;2,94103E-28;;;;
864,2;1,179517396E-25;3,01187E-28;;;;
864,4;1,190286718E-25;3,08424E-28;;;;
864,6;1,201160539E-25;3,15815E-28;;;;
864,8;1,212140297E-25;3,23365E-28;;;;
865;1,223227446E-25;3,31075E-28;;;;
865,2;1,234423452E-25;3,38949E-28;;;;
865,4;1,245729796E-25;3,46991E-28;;;;
865,6;1,257147973E-25;3,55202E-28;;;;
865,8;1,268679489E-25;3,63586E-28;;;;
866;1,280325865E-25;3,72146E-28;;;;
866,2;1,292088633E-25;3,80885E-28;;;;
866,4;1,303969337E-25;3,89807E-28;;;;
866,6;1,315969531E-25;3,98914E-28;;;;
866,8;1,328090782E-25;4,0821E-28;;;;
867;1,340334665E-25;4,17699E-28;;;;
867,2;1,352702766E-25;4,27383E-28;;;;
867,4;1,365196680E-25;4,37266E-28;;;;
867,6;1,377818010E-25;4,47352E-28;;;;
867,8;1,390568368E-25;4,57644E-28;;;;
868;1,403449372E-25;4,68145E-28;;;;
868,2;1,416462648E-25;4,7886E-28;;;;
868,4;1,429609827E-25;4,89791E-28;;;;
868,6;1,442892547E-25;5,00944E-28;;;;
868,8;1,456312448E-25;5,1232E-28;;;;
869;1,469871176E-25;5,23925E-28;;;;
869,2;1,483570380E-25;5,35762E-28;;;;
869,4;1,497411711E-25;5,47835E-28;;;;
869,6;1,511396822E-25;5,60148E-28;;;;
869,8;1,525527366E-25;5,72705E-28;;;;
870;1,539804997E-25;5,85509E-28;;;;
870,2;1,554231368E-25;5,98566E-28;;;;
870,4;1,568808130E-25;6,11879E-28;;;;
870,6;1,583536932E-25;6,25452E-28;;;;
870,8;1,598419419E-25;6,3929E-28;;;;
871;1,613457232E-25;6,53397E-28;;;;
871,2;1,628652007E-25;6,67778E-28;;;;
871,4;1,644005371E-25;6,82436E-28;;;;
871,6;1,659518948E-25;6,97377E-28;;;;
871,8;1,675194351E-25;7,12604E-28;;;;
872;1,691033185E-25;7,28122E-28;;;;
872,2;1,707037042E-25;7,43937E-28;;;;
872,4;1,723207506E-25;7,60052E-28;;;;
872,6;1,739546148E-25;7,76472E-28;;;;
872,8;1,756054522E-25;7,93203E-28;;;;
873;1,772734173E-25;8,10249E-28;;;;
873,2;1,789586624E-25;8,27614E-28;;;;
873,4;1,806613386E-25;8,45305E-28;;;;
873,6;1,823815950E-25;8,63325E-28;;;;
873,8;1,841195788E-25;8,8168E-28;;;;
874;1,858754350E-25;9,00375E-28;;;;
874,2;1,876493067E-25;9,19415E-28;;;;
874,4;1,894413346E-25;9,38805E-28;;;;
874,6;1,912516569E-25;9,58552E-28;;;;
874,8;1,930804095E-25;9,78659E-28;;;;
875;1,949277253E-25;9,99132E-28;;;;
875,2;1,967937347E-25;1,01998E-27;;;;
875,4;1,986785652E-25;1,0412E-27;;;;
875,6;2,005823410E-25;1,06281E-27;;;;
875,8;2,025051835E-25;1,0848E-27;;;;
876;2,044472104E-25;1,10719E-27;;;;
876,2;2,064085364E-25;1,12998E-27;;;;
876,4;2,083892722E-25;1,15317E-27;;;;
876,6;2,103895253E-25;1,17677E-27;;;;
876,8;2,124093989E-25;1,2008E-27;;;;
877;2,144489926E-25;1,22524E-27;;;;
877,2;2,165084017E-25;1,25012E-27;;;;
877,4;2,185877175E-25;1,27543E-27;;;;
877,6;2,206870266E-25;1,30118E-27;;;;
877,8;2,228064115E-25;1,32738E-27;;;;
878;2,249459498E-25;1,35403E-27;;;;
878,2;2,271057145E-25;1,38114E-27;;;;
878,4;2,292857736E-25;1,40872E-27;;;;
878,6;2,314861902E-25;1,43677E-27;;;;
878,8;2,337070222E-25;1,46531E-27;;;;
879;2,359483221E-25;1,49432E-27;;;;
879,2;2,382101372E-25;1,52383E-27;;;;
879,4;2,404925091E-25;1,55384E-27;;;;
879,6;2,427954737E-25;1,58435E-27;;;;
879,8;2,451190612E-25;1,61538E-27;;;;
880;2,474632958E-25;1,64693E-27;;;;
880,2;2,498281955E-25;1,679E-27;;;;
880,4;2,522137724E-25;1,7116E-27;;;;
880,6;2,546200321E-25;1,74474E-27;;;;
880,8;2,570469738E-25;1,77843E-27;;;;
881;2,594945900E-25;1,81268E-27;;;;
881,2;2,619628667E-25;1,84748E-27;;;;
881,4;2,644517830E-25;1,88286E-27;;;;
881,6;2,669613111E-25;1,9188E-27;;;;
881,8;2,694914162E-25;1,95533E-27;;;;
882;2,720420562E-25;1,99245E-27;;;;
882,2;2,746131819E-25;2,03017E-27;;;;
882,4;2,772047367E-25;2,06849E-27;;;;
882,6;2,798166563E-25;2,10743E-27;;;;
882,8;2,824488691E-25;2,14698E-27;;;;
883;2,851012957E-25;2,18716E-27;;;;
883,2;2,877738488E-25;2,22797E-27;;;;
883,4;2,904664334E-25;2,26943E-27;;;;
883,6;2,931789463E-25;2,31153E-27;;;;
883,8;2,959112764E-25;2,3543E-27;;;;
884;2,986633044E-25;2,39773E-27;;;;
884,2;3,014349027E-25;2,44183E-27;;;;
884,4;3,042259353E-25;2,48661E-27;;;;
884,6;3,070362580E-25;2,53209E-27;;;;
884,8;3,098657178E-25;2,57826E-27;;;;
885;3,127141535E-25;2,62513E-27;;;;
885,2;3,155813950E-25;2,67272E-27;;;;
885,4;3,184672636E-25;2,72103E-27;;;;
885,6;3,213715718E-25;2,77007E-27;;;;
885,8;3,242941233E-25;2,81984E-27;;;;
886;3,272347130E-25;2,87036E-27;;;;
886,2;3,301931267E-25;2,92164E-27;;;;
886,4;3,331691414E-25;2,97368E-27;;;;
886,6;3,361625251E-25;3,02649E-27;;;;
886,8;3,391730366E-25;3,08008E-27;;;;
887;3,422004257E-25;3,13445E-27;;;;
887,2;3,452444332E-25;3,18963E-27;;;;
887,4;3,483047906E-25;3,2456E-27;;;;
887,6;3,513812204E-25;3,30239E-27;;;;
887,8;3,544734358E-25;3,36E-27;;;;
888;3,575811408E-25;3,41844E-27;;;;
888,2;3,607040304E-25;3,47773E-27;;;;
888,4;3,638417903E-25;3,53785E-27;;;;
888,6;3,669940970E-25;3,59884E-27;;;;
888,8;3,701606178E-25;3,66069E-27;;;;
889;3,733410110E-25;3,72341E-27;;;;
889,2;3,765349257E-25;3,78702E-27;;;;
889,4;3,797420016E-25;3,85151E-27;;;;
889,6;3,829618698E-25;3,91691E-27;;;;
889,8;3,861941520E-25;3,98322E-27;;;;
890;3,894384611E-25;4,05044E-27;;;;
890,2;3,926944007E-25;4,11859E-27;;;;
890,4;3,959615659E-25;4,18768E-27;;;;
890,6;3,992395427E-25;4,25771E-27;;;;
890,8;4,025279083E-25;4,32869E-27;;;;
891;4,058262311E-25;4,40064E-27;;;;
891,2;4,091340712E-25;4,47356E-27;;;;
891,4;4,124509795E-25;4,54746E-27;;;;
891,6;4,157764989E-25;4,62235E-27;;;;
891,8;4,191101637E-25;4,69823E-27;;;;
892;4,224514999E-25;4,77513E-27;;;;
892,2;4,258000250E-25;4,85304E-27;;;;
892,4;4,291552488E-25;4,93198E-27;;;;
892,6;4,325166727E-25;5,01195E-27;;;;
892,8;4,358837904E-25;5,09297E-27;;;;
893;4,392560878E-25;5,17504E-27;;;;
893,2;4,426330430E-25;5,25817E-27;;;;
893,4;4,460141266E-25;5,34238E-27;;;;
893,6;4,493988018E-25;5,42766E-27;;;;
893,8;4,527865246E-25;5,51404E-27;;;;
894;4,561767438E-25;5,60151E-27;;;;
894,2;4,595689011E-25;5,69009E-27;;;;
894,4;4,629624316E-25;5,77979E-27;;;;
894,6;4,663567635E-25;5,87061E-27;;;;
894,8;4,697513186E-25;5,96257E-27;;;;
895;4,731455125E-25;6,05567E-27;;;;
895,2;4,765387544E-25;6,14992E-27;;;;
895,4;4,799304475E-25;6,24534E-27;;;;
895,6;4,833199895E-25;6,34193E-27;;;;
895,8;4,867067720E-25;6,4397E-27;;;;
896;4,900901817E-25;6,53865E-27;;;;
896,2;4,934695996E-25;6,63881E-27;;;;
896,4;4,968444018E-25;6,74017E-27;;;;
896,6;5,002139598E-25;6,84275E-27;;;;
896,8;5,035776402E-25;6,94655E-27;;;;
897;5,069348052E-25;7,05159E-27;;;;
897,2;5,102848130E-25;7,15787E-27;;;;
897,4;5,136270174E-25;7,2654E-27;;;;
897,6;5,169607690E-25;7,37419E-27;;;;
897,8;5,202854145E-25;7,48425E-27;;;;
898;5,236002972E-25;7,59559E-27;;;;
898,2;5,269047576E-25;7,70821E-27;;;;
898,4;5,301981333E-25;7,82213E-27;;;;
898,6;5,334797592E-25;7,93736E-27;;;;
898,8;5,367489679E-25;8,05389E-27;;;;
899;5,400050898E-25;8,17175E-27;;;;
899,2;5,432474535E-25;8,29094E-27;;;;
899,4;5,464753861E-25;8,41146E-27;;;;
899,6;5,496882132E-25;8,53333E-27;;;;
899,8;5,528852592E-25;8,65655E-27;;;;
900;5,560658478E-25;8,78114E-27;;;;
900,2;5,592293020E-25;8,9071E-27;;;;
900,4;5,623749446E-25;9,03443E-27;;;;
900,6;5,655020982E-25;9,16316E-27;;;;
900,8;5,686100856E-25;9,29328E-27;;;;
901;5,716982301E-25;9,4248E-27;;;;
901,2;5,747658557E-25;9,55773E-27;;;;
901,4;5,778122873E-25;9,69209E-27;;;;
901,6;5,808368511E-25;9,82787E-27;;;;
901,8;5,838388750E-25;9,96508E-27;;;;
902;5,868176884E-25;1,01037E-26;;;;
902,2;5,897726229E-25;1,02438E-26;;;;
902,4;5,927030124E-25;1,03854E-26;;;;
902,6;5,956081935E-25;1,05284E-26;;;;
902,8;5,984875056E-25;1,06729E-26;;;;
903;6,013402911E-25;1,08189E-26;;;;
903,2;6,041658960E-25;1,09664E-26;;;;
903,4;6,069636699E-25;1,11153E-26;;;;
903,6;6,097329663E-25;1,12658E-26;;;;
903,8;6,124731430E-25;1,14178E-26;;;;
904;6,151835623E-25;1,15713E-26;;;;
904,2;6,178635911E-25;1,17263E-26;;;;
904,4;6,205126015E-25;1,18828E-26;;;;
904,6;6,231299706E-25;1,20409E-26;;;;
904,8;6,257150813E-25;1,22005E-26;;;;
905;6,282673221E-25;1,23616E-26;;;;
905,2;6,307860878E-25;1,25243E-26;;;;
905,4;6,332707791E-25;1,26886E-26;;;;
905,6;6,357208037E-25;1,28544E-26;;;;
905,8;6,381355758E-25;1,30218E-26;;;;
906;6,405145168E-25;1,31908E-26;;;;
906,2;6,428570553E-25;1,33614E-26;;;;
906,4;6,451626275E-25;1,35335E-26;;;;
906,6;6,474306774E-25;1,37073E-26;;;;
906,8;6,496606571E-25;1,38826E-26;;;;
907;6,518520266E-25;1,40596E-26;;;;
907,2;6,540042549E-25;1,42381E-26;;;;
907,4;6,561168193E-25;1,44183E-26;;;;
907,6;6,581892061E-25;1,46001E-26;;;;
907,8;6,602209111E-25;1,47835E-26;;;;
908;6,622114389E-25;1,49685E-26;;;;
908,2;6,641603042E-25;1,51552E-26;;;;
908,4;6,660670312E-25;1,53435E-26;;;;
908,6;6,679311541E-25;1,55335E-26;;;;
908,8;6,697522174E-25;1,57251E-26;;;;
909;6,715297759E-25;1,59183E-26;;;;
909,2;6,732633949E-25;1,61132E-26;;;;
909,4;6,749526508E-25;1,63098E-26;;;;
909,6;6,765971305E-25;1,6508E-26;;;;
909,8;6,781964322E-25;1,67079E-26;;;;
910;6,797501655E-25;1,69094E-26;;;;
910,2;6,812579513E-25;1,71127E-26;;;;
910,4;6,827194221E-25;1,73175E-26;;;;
910,6;6,841342223E-25;1,75241E-26;;;;
910,8;6,855020081E-25;1,77323E-26;;;;
911;6,868224478E-25;1,79423E-26;;;;
911,2;6,880952219E-25;1,81539E-26;;;;
911,4;6,893200232E-25;1,83671E-26;;;;
911,6;6,904965571E-25;1,85821E-26;;;;
911,8;6,916245414E-25;1,87988E-26;;;;
912;6,927037067E-25;1,90171E-26;;;;
912,2;6,937337964E-25;1,92372E-26;;;;
912,4;6,947145668E-25;1,94589E-26;;;;
912,6;6,956457874E-25;1,96823E-26;;;;
912,8;6,965272404E-25;1,99074E-26;;;;
913;6,973587218E-25;2,01342E-26;;;;
913,2;6,981400403E-25;2,03627E-26;;;;
913,4;6,988710184E-25;2,05929E-26;;;;
913,6;6,995514917E-25;2,08248E-26;;;;
913,8;7,001813096E-25;2,10584E-26;;;;
914;7,007603350E-25;2,12936E-26;;;;
914,2;7,012884442E-25;2,15306E-26;;;;
914,4;7,017655275E-25;2,17693E-26;;;;
914,6;7,021914885E-25;2,20096E-26;;;;
914,8;7,025662450E-25;2,22517E-26;;;;
915;7,028897283E-25;2,24954E-26;;;;
915,2;7,031618836E-25;2,27408E-26;;;;
915,4;7,033826698E-25;2,29879E-26;;;;
915,6;7,035520598E-25;2,32367E-26;;;;
915,8;7,036700402E-25;2,34872E-26;;;;
916;7,037366117E-25;2,37393E-26;;;;
916,2;7,037517884E-25;2,39932E-26;;;;
916,4;7,037155988E-25;2,42487E-26;;;;
916,6;7,036280847E-25;2,45058E-26;;;;
916,8;7,034893021E-25;2,47647E-26;;;;
917;7,032993205E-25;2,50252E-26;;;;
917,2;7,030582234E-25;2,52874E-26;;;;
917,4;7,027661079E-25;2,55512E-26;;;;
917,6;7,024230847E-25;2,58167E-26;;;;
917,8;7,020292782E-25;2,60838E-26;;;;
918;7,015848266E-25;2,63526E-26;;;;
918,2;7,010898812E-25;2,6623E-26;;;;
918,4;7,005446072E-25;2,68951E-26;;;;
918,6;6,999491829E-25;2,71688E-26;;;;
918,8;6,993038001E-25;2,74441E-26;;;;
919;6,986086640E-25;2,7721E-26;;;;
919,2;6,978639926E-25;2,79996E-26;;;;
919,4;6,970700174E-25;2,82797E-26;;;;
919,6;6,962269829E-25;2,85615E-26;;;;
919,8;6,953351462E-25;2,88449E-26;;;;
920;6,943947777E-25;2,91298E-26;;;;
920,2;6,934061602E-25;2,94164E-26;;;;
920,4;6,923695893E-25;2,97045E-26;;;;
920,6;6,912853733E-25;2,99942E-26;;;;
920,8;6,901538327E-25;3,02854E-26;;;;
921;6,889753004E-25;3,05782E-26;;;;
921,2;6,877501217E-25;3,08725E-26;;;;
921,4;6,864786537E-25;3,11684E-26;;;;
921,6;6,851612659E-25;3,14659E-26;;;;
921,8;6,837983392E-25;3,17648E-26;;;;
922;6,823902666E-25;3,20652E-26;;;;
922,2;6,809374525E-25;3,23672E-26;;;;
922,4;6,794403130E-25;3,26707E-26;;;;
922,6;6,778992755E-25;3,29756E-26;;;;
922,8;6,763147785E-25;3,3282E-26;;;;
923;6,746872716E-25;3,35899E-26;;;;
923,2;6,730172156E-25;3,38992E-26;;;;
923,4;6,713050818E-25;3,421E-26;;;;
923,6;6,695513524E-25;3,45222E-26;;;;
923,8;6,677565200E-25;3,48359E-26;;;;
924;6,659210878E-25;3,51509E-26;;;;
924,2;6,640455690E-25;3,54674E-26;;;;
924,4;6,621304870E-25;3,57852E-26;;;;
924,6;6,601763752E-25;3,61045E-26;;;;
924,8;6,581837767E-25;3,64251E-26;;;;
925;6,561532445E-25;3,6747E-26;;;;
925,2;6,540853409E-25;3,70703E-26;;;;
925,4;6,519806376E-25;3,73949E-26;;;;
925,6;6,498397156E-25;3,77209E-26;;;;
925,8;6,476631648E-25;3,80482E-26;;;;
926;6,454515843E-25;3,83767E-26;;;;
926,2;6,432055816E-25;3,87065E-26;;;;
926,4;6,409257731E-25;3,90376E-26;;;;
926,6;6,386127836E-25;3,937E-26;;;;
926,8;6,362672462E-25;3,97036E-26;;;;
927;6,338898020E-25;4,00384E-26;;;;
927,2;6,314811004E-25;4,03744E-26;;;;
927,4;6,290417985E-25;4,07116E-26;;;;
927,6;6,265725610E-25;4,10501E-26;;;;
927,8;6,240740604E-25;4,13896E-26;;;;
928;6,215469764E-25;4,17304E-26;;;;
928,2;6,189919962E-25;4,20722E-26;;;;
928,4;6,164098138E-25;4,24152E-26;;;;
928,6;6,138011304E-25;4,27593E-26;;;;
928,8;6,111666538E-25;4,31045E-26;;;;
929;6,085070988E-25;4,34508E-26;;;;
929,2;6,058231863E-25;4,37982E-26;;;;
929,4;6,031156438E-25;4,41466E-26;;;;
929,6;6,003852051E-25;4,4496E-26;;;;
929,8;5,976326097E-25;4,48464E-26;;;;
930;5,948586035E-25;4,51979E-26;;;;
930,2;5,920639378E-25;4,55503E-26;;;;
930,4;5,892493696E-25;4,59037E-26;;;;
930,6;5,864156615E-25;4,62581E-26;;;;
930,8;5,835635814E-25;4,66134E-26;;;;
931;5,806939021E-25;4,69696E-26;;;;
931,2;5,778074019E-25;4,73268E-26;;;;
931,4;5,749048636E-25;4,76848E-26;;;;
931,6;5,719870748E-25;4,80437E-26;;;;
931,8;5,690548279E-25;4,84035E-26;;;;
932;5,661089194E-25;4,87641E-26;;;;
932,2;5,631501503E-25;4,91255E-26;;;;
932,4;5,601793256E-25;4,94878E-26;;;;
932,6;5,571972544E-25;4,98509E-26;;;;
932,8;5,542047495E-25;5,02147E-26;;;;
933;5,512026274E-25;5,05794E-26;;;;
933,2;5,481917080E-25;5,09448E-26;;;;
933,4;5,451728147E-25;5,13109E-26;;;;
933,6;5,421467740E-25;5,16778E-26;;;;
933,8;5,391144153E-25;5,20454E-26;;;;
934;5,360765710E-25;5,24137E-26;;;;
934,2;5,330340762E-25;5,27828E-26;;;;
934,4;5,299877682E-25;5,31525E-26;;;;
934,6;5,269384870E-25;5,35228E-26;;;;
934,8;5,238870745E-25;5,38939E-26;;;;
935;5,208343748E-25;5,42656E-26;;;;
935,2;5,177812334E-25;5,46379E-26;;;;
935,4;5,147284977E-25;5,50109E-26;;;;
935,6;5,116770165E-25;5,53845E-26;;;;
935,8;5,086276397E-25;5,57588E-26;;;;
936;5,055812182E-25;5,61337E-26;;;;
936,2;5,025386038E-25;5,65092E-26;;;;
936,4;4,995006487E-25;5,68853E-26;;;;
936,6;4,964682057E-25;5,7262E-26;;;;
936,8;4,934421276E-25;5,76393E-26;;;;
937;4,904232672E-25;5,80172E-26;;;;
937,2;4,874124770E-25;5,83958E-26;;;;
937,4;4,844106089E-25;5,8775E-26;;;;
937,6;4,814185141E-25;5,91548E-26;;;;
937,8;4,784370427E-25;5,95352E-26;;;;
938;4,754670436E-25;5,99162E-26;;;;
938,2;4,725093640E-25;6,02979E-26;;;;
938,4;4,695648496E-25;6,06803E-26;;;;
938,6;4,666343438E-25;6,10633E-26;;;;
938,8;4,637186875E-25;6,1447E-26;;;;
939;4,608187193E-25;6,18314E-26;;;;
939,2;4,579352745E-25;6,22166E-26;;;;
939,4;4,550691855E-25;6,26025E-26;;;;
939,6;4,522212808E-25;6,29892E-26;;;;
939,8;4,493923853E-25;6,33766E-26;;;;
940;4,465833196E-25;6,37649E-26;;;;
940,2;4,437948998E-25;6,41541E-26;;;;
940,4;4,410279371E-25;6,45442E-26;;;;
940,6;4,382832374E-25;6,49352E-26;;;;
940,8;4,355616012E-25;6,53273E-26;;;;
941;4,328638230E-25;6,57203E-26;;;;
941,2;4,301906910E-25;6,61145E-26;;;;
941,4;4,275429867E-25;6,65098E-26;;;;
941,6;4,249214846E-25;6,69063E-26;;;;
941,8;4,223269518E-25;6,73041E-26;;;;
942;4,197601474E-25;6,77032E-26;;;;
942,2;4,172218223E-25;6,81037E-26;;;;
942,4;4,147127188E-25;6,85057E-26;;;;
942,6;4,122335700E-25;6,89092E-26;;;;
942,8;4,097850996E-25;6,93144E-26;;;;
943;4,073680214E-25;6,97214E-26;;;;
943,2;4,049830385E-25;7,01302E-26;;;;
943,4;4,026308435E-25;7,0541E-26;;;;
943,6;4,003121176E-25;7,09538E-26;;;;
943,8;3,980275303E-25;7,13687E-26;;;;
944;3,957777388E-25;7,1786E-26;;;;
944,2;3,935633876E-25;7,22057E-26;;;;
944,4;3,913851082E-25;7,26279E-26;;;;
944,6;3,892435185E-25;7,30528E-26;;;;
944,8;3,871392222E-25;7,34806E-26;;;;
945;3,850728083E-25;7,39113E-26;;;;
945,2;3,830448510E-25;7,43453E-26;;;;
945,4;3,810559088E-25;7,47825E-26;;;;
945,6;3,791065242E-25;7,52233E-26;;;;
945,8;3,771972231E-25;7,56677E-26;;;;
946;3,753285145E-25;7,6116E-26;;;;
946,2;3,735008896E-25;7,65684E-26;;;;
946,4;3,717148219E-25;7,70251E-26;;;;
946,6;3,699707663E-25;7,74863E-26;;;;
946,8;3,682691587E-25;7,79523E-26;;;;
947;3,666104153E-25;7,84232E-26;;;;
947,2;3,649949327E-25;7,88994E-26;;;;
947,4;3,634230869E-25;7,9381E-26;;;;
947,6;3,618952328E-25;7,98684E-26;;;;
947,8;3,604117040E-25;8,03618E-26;;;;
948;3,589728125E-25;8,08614E-26;;;;
948,2;3,575788475E-25;8,13677E-26;;;;
948,4;3,562300757E-25;8,18809E-26;;;;
948,6;3,549267405E-25;8,24013E-26;;;;
948,8;3,536690617E-25;8,29292E-26;;;;
949;3,524572349E-25;8,3465E-26;;;;
949,2;3,512914311E-25;8,40089E-26;;;;
949,4;3,501717966E-25;8,45615E-26;;;;
949,6;3,490984521E-25;8,51229E-26;;;;
949,8;3,480714929E-25;8,56937E-26;;;;
950;3,470909878E-25;8,62741E-26;;;;
950,2;3,461569796E-25;8,68646E-26;;;;
950,4;3,452694840E-25;8,74656E-26;;;;
950,6;3,444284896E-25;8,80775E-26;;;;
950,8;3,436339577E-25;8,87007E-26;;;;
951;3,428858219E-25;8,93357E-26;;;;
951,2;3,421839875E-25;8,99828E-26;;;;
951,4;3,415283320E-25;9,06426E-26;;;;
951,6;3,409187040E-25;9,13156E-26;;;;
951,8;3,403549235E-25;9,20021E-26;;;;
952;3,398367817E-25;9,27026E-26;;;;
952,2;3,393640406E-25;9,34178E-26;;;;
952,4;3,389364329E-25;9,41479E-26;;;;
952,6;3,385536620E-25;9,48937E-26;;;;
952,8;3,382154018E-25;9,56555E-26;;;;
953;3,379212965E-25;9,64339E-26;;;;
953,2;3,376709610E-25;9,72295E-26;;;;
953,4;3,374639801E-25;9,80427E-26;;;;
953,6;3,372999092E-25;9,88741E-26;;;;
953,8;3,371782740E-25;9,97243E-26;;;;
954;3,370985705E-25;1,00594E-25;;;;
954,2;3,370602652E-25;1,01483E-25;;;;
954,4;3,370627951E-25;1,02393E-25;;;;
954,6;3,371055681E-25;1,03324E-25;;;;
954,8;3,371879627E-25;1,04276E-25;;;;
955;3,373093285E-25;1,05251E-25;;;;
955,2;3,374689865E-25;1,06248E-25;;;;
955,4;3,376662289E-25;1,07268E-25;;;;
955,6;3,379003200E-25;1,08313E-25;;;;
955,8;3,381704959E-25;1,09381E-25;;;;
956;3,384759653E-25;1,10475E-25;;;;
956,2;3,388159095E-25;1,11595E-25;;;;
956,4;3,391894831E-25;1,1274E-25;;;;
956,6;3,395958143E-25;1,13912E-25;;;;
956,8;3,400340054E-25;1,15112E-25;;;;
957;3,405031330E-25;1,16339E-25;;;;
957,2;3,410022491E-25;1,17595E-25;;;;
957,4;3,415303812E-25;1,18879E-25;;;;
957,6;3,420865328E-25;1,20193E-25;;;;
957,8;3,426696846E-25;1,21537E-25;;;;
958;3,432787946E-25;1,22911E-25;;;;
958,2;3,439127988E-25;1,24316E-25;;;;
958,4;3,445706126E-25;1,25753E-25;;;;
958,6;3,452511306E-25;1,27222E-25;;;;
958,8;3,459532282E-25;1,28722E-25;;;;
959;3,466757623E-25;1,30256E-25;;;;
959,2;3,474175721E-25;1,31823E-25;;;;
959,4;3,481774803E-25;1,33423E-25;;;;
959,6;3,489542945E-25;1,35058E-25;;;;
959,8;3,497468084E-25;1,36727E-25;;;;
960;3,505538032E-25;1,3843E-25;;;;
960,2;3,513740500E-25;1,40169E-25;;;;
960,4;3,522063117E-25;1,41942E-25;;;;
960,6;3,530493458E-25;1,43752E-25;;;;
960,8;3,539019080E-25;1,45597E-25;;;;
961;3,547627565E-25;1,47478E-25;;;;
961,2;3,556306570E-25;1,49395E-25;;;;
961,4;3,565043902E-25;1,51349E-25;;;;
961,6;3,573827603E-25;1,53339E-25;;;;
961,8;3,582646060E-25;1,55366E-25;;;;
962;3,591488155E-25;1,5743E-25;;;;
962,2;3,600343441E-25;1,59531E-25;;;;
962,4;3,609202377E-25;1,61669E-25;;;;
962,6;3,618056629E-25;1,63845E-25;;;;
962,8;3,626899433E-25;1,66058E-25;;;;
963;3,635726076E-25;1,68309E-25;;;;
963,2;3,644534472E-25;1,70599E-25;;;;
963,4;3,653325901E-25;1,72927E-25;;;;
963,6;3,662105904E-25;1,75296E-25;;;;
963,8;3,670885396E-25;1,77704E-25;;;;
964;3,679682018E-25;1,80155E-25;;;;
964,2;3,688521776E-25;1,8265E-25;;;;
964,4;3,697441013E-25;1,85191E-25;;;;
964,6;3,706488771E-25;1,87782E-25;;;;
964,8;3,715729582E-25;1,90426E-25;;;;
965;3,725246760E-25;1,93128E-25;;;;
965,2;3,735146235E-25;1,95896E-25;;;;
965,4;3,745560992E-25;1,98737E-25;;;;
965,6;3,756656153E-25;2,01661E-25;;;;
965,8;3,768634754E-25;2,04682E-25;;;;
966;3,781744228E-25;2,07815E-25;;;;
966,2;3,796283615E-25;2,11078E-25;;;;
966,4;3,812611487E-25;2,14497E-25;;;;
966,6;3,831154531E-25;2,18098E-25;;;;
966,8;3,852416740E-25;2,21915E-25;;;;
967;3,876989068E-25;2,25989E-25;;;;
967,2;3,905559417E-25;2,30366E-25;;;;
967,4;3,938922720E-25;2,35102E-25;;;;
967,6;3,977990861E-25;2,40262E-25;;;;
967,8;4,023802113E-25;2,45921E-25;;;;
968;4,077529690E-25;2,52165E-25;;;;
968,2;4,140488986E-25;2,59092E-25;;;;
968,4;4,214142990E-25;2,66813E-25;;;;
968,6;4,300105327E-25;2,75454E-25;;;;
968,8;4,400140353E-25;2,85153E-25;;;;
969;4,516159681E-25;2,96064E-25;;;;
969,2;4,650214542E-25;3,08357E-25;;;;
969,4;4,804483375E-25;3,22214E-25;;;;
969,6;4,981254112E-25;3,37835E-25;;;;
969,8;5,182900666E-25;3,55428E-25;;;;
970;5,411853273E-25;3,75216E-25;;;;
970,2;5,670562435E-25;3,9743E-25;;;;
970,4;5,961456418E-25;4,22308E-25;;;;
970,6;6,286892422E-25;4,50091E-25;;;;
970,8;6,649101808E-25;4,8102E-25;;;;
971;7,050129969E-25;5,15328E-25;;;;
971,2;7,491771741E-25;5,53241E-25;;;;
971,4;7,975503486E-25;5,94966E-25;;;;
971,6;8,502413265E-25;6,40689E-25;;;;
971,8;9,073130757E-25;6,90567E-25;;;;
972;9,687758817E-25;7,4472E-25;;;;
972,2;1,034580873E-24;8,03226E-25;;;;
972,4;1,104614135E-24;8,66112E-25;;;;
972,6;1,178691645E-24;9,3335E-25;;;;
972,8;1,256555239E-24;1,00485E-24;;;;
973;1,337869844E-24;1,08045E-24;;;;
973,2;1,422222162E-24;1,15993E-24;;;;
973,4;1,509120980E-24;1,24297E-24;;;;
973,6;1,597999243E-24;1,3292E-24;;;;
973,8;1,688217989E-24;1,41816E-24;;;;
974;1,779072174E-24;1,50931E-24;;;;
974,2;1,869798391E-24;1,60203E-24;;;;
974,4;1,959584405E-24;1,69567E-24;;;;
974,6;2,047580365E-24;1,78948E-24;;;;
974,8;2,132911517E-24;1,88267E-24;;;;
975;2,214692153E-24;1,97441E-24;;;;
975,2;2,292040504E-24;2,06384E-24;;;;
975,4;2,364094235E-24;2,15009E-24;;;;
975,6;2,430026159E-24;2,23228E-24;;;;
975,8;2,489059773E-24;2,30955E-24;;;;
